Date,Open,High,Low,Close,Adj Close,Volume
2022-03-30,220.880005,226.600006,219.419998,223.149994,222.515823,934100
2022-03-31,222.330002,230.000000,221.070007,221.149994,220.521500,1141500
2022-04-01,224.000000,228.380005,222.380005,224.919998,224.280792,864500
2022-04-04,224.139999,226.360001,220.139999,226.039993,225.397614,744000
2022-04-05,226.990005,228.259995,217.080002,217.300003,216.682465,1136100
2022-04-06,215.949997,215.949997,205.509995,211.470001,210.869019,1381700
2022-04-07,212.000000,215.000000,205.820007,211.850006,211.247940,847200
2022-04-08,212.660004,214.690002,206.199997,211.000000,210.400360,736900
2022-04-11,207.339996,209.149994,201.460007,206.000000,205.414566,1054000
2022-04-12,208.699997,212.990005,202.479996,205.020004,204.437347,710100
2022-04-13,206.770004,212.699997,206.020004,212.500000,211.896088,517400
2022-04-14,212.970001,215.220001,210.220001,210.889999,210.290665,572600
2022-04-18,210.850006,213.440002,208.440002,209.669998,209.074127,565900
2022-04-19,210.139999,218.729996,207.169998,218.149994,217.530029,718300
2022-04-20,221.669998,222.210007,215.580002,217.190002,216.572769,774000
2022-04-21,220.979996,222.699997,206.100006,207.240005,206.651047,1190600
2022-04-22,207.520004,210.699997,200.369995,200.639999,200.069794,877300
2022-04-25,198.100006,200.190002,191.100006,198.460007,197.895996,1530000
2022-04-26,197.039993,198.500000,187.630005,187.759995,187.226395,1013000
2022-04-27,187.360001,196.380005,187.360001,192.229996,191.683685,1006900
2022-04-28,194.190002,196.289993,187.779999,195.259995,194.705078,942300
2022-04-29,195.360001,202.059998,191.800003,192.830002,192.281998,986900
2022-05-02,191.929993,194.350006,185.149994,191.419998,190.876007,1020600
2022-05-03,190.570007,198.440002,190.369995,197.119995,196.559799,928300
2022-05-04,210.899994,215.470001,204.300003,215.470001,214.857651,2090100
2022-05-05,238.000000,243.179993,221.339996,236.500000,235.827881,3740500
2022-05-06,235.500000,242.910004,228.000000,242.410004,241.721100,2321100
2022-05-09,238.000000,239.399994,220.770004,221.639999,221.010117,2422200
2022-05-10,227.179993,229.500000,213.500000,221.429993,220.800720,1907400
2022-05-11,221.000000,227.949997,212.630005,213.029999,212.424591,1203900
2022-05-12,212.050003,218.000000,204.509995,213.449997,212.843384,1387900
2022-05-13,217.300003,231.210007,215.500000,228.820007,228.169724,1078500
2022-05-16,226.080002,233.960007,223.669998,226.320007,225.676819,974500
2022-05-17,232.490005,239.330002,231.229996,239.229996,238.550125,1141400
2022-05-18,237.119995,244.899994,234.089996,235.979996,235.309357,1109200
2022-05-19,234.679993,243.119995,233.880005,239.080002,238.400558,1067900
2022-05-20,241.660004,243.119995,228.100006,236.440002,235.768066,1120100
2022-05-23,240.000000,243.630005,235.479996,242.940002,242.249588,1003400
2022-05-24,243.279999,249.899994,237.419998,243.149994,242.458984,2202500
2022-05-25,243.990005,247.190002,232.389999,237.509995,236.835007,1532600
2022-05-26,239.139999,258.290009,237.309998,255.050003,254.325165,2265500
2022-05-27,259.000000,273.679993,257.570007,270.920013,270.150085,1952600
2022-05-31,265.089996,265.760010,254.259995,260.420013,259.679932,2705900
2022-06-01,252.500000,253.589996,232.750000,240.119995,239.437592,3401900
2022-06-02,233.589996,251.479996,233.000000,251.289993,250.575851,1657700
2022-06-03,246.070007,251.830002,245.279999,250.759995,250.047363,927500
2022-06-06,254.229996,259.760010,253.000000,257.790009,257.057404,1281000
2022-06-07,254.410004,258.820007,252.500000,257.890015,257.157104,986000
2022-06-08,256.820007,259.869995,251.300003,253.619995,252.899231,864200
2022-06-09,251.179993,252.149994,241.479996,241.779999,241.468964,1211000
2022-06-10,238.889999,241.149994,234.899994,236.869995,236.565277,1096100
2022-06-13,228.220001,229.089996,219.100006,222.220001,221.934128,1652500
