Date,Open,High,Low,Close,Adj Close,Volume
2022-06-14,223.460007,228.160004,221.029999,223.330002,223.042694,1033100
2022-06-15,225.800003,225.979996,210.880005,215.080002,214.803314,1951800
2022-06-16,209.199997,209.570007,198.669998,202.169998,201.909912,2158500
2022-06-17,203.100006,213.539993,200.350006,212.039993,211.767212,2401400
2022-06-21,217.149994,218.960007,213.380005,216.330002,216.051712,1347800
2022-06-22,209.449997,220.699997,208.369995,216.240005,215.961823,1243200
2022-06-23,217.029999,219.600006,209.309998,213.619995,213.345184,1163100
2022-06-24,216.750000,226.589996,214.410004,224.789993,224.500809,2392000
2022-06-27,221.639999,228.589996,221.009995,226.619995,226.328461,1238400
2022-06-28,226.000000,232.779999,222.220001,223.190002,222.902878,1586100
2022-06-29,222.160004,223.130005,208.639999,211.889999,211.617416,1405600
2022-06-30,207.960007,211.949997,203.860001,208.979996,208.711151,1250700
2022-07-01,205.679993,208.779999,200.449997,205.149994,204.886078,1003000
2022-07-05,201.220001,201.220001,195.080002,200.429993,200.172150,1203300
2022-07-06,200.139999,202.160004,193.699997,198.300003,198.044907,1486500
2022-07-07,203.679993,206.509995,202.339996,203.000000,202.738846,1594100
2022-07-08,203.550003,208.550003,200.279999,205.929993,205.665070,907900
2022-07-11,201.679993,202.259995,197.190002,199.820007,199.562943,897700
2022-07-12,197.740005,199.589996,193.160004,195.820007,195.568100,938500
2022-07-13,191.600006,198.110001,189.250000,196.000000,195.747864,881900
2022-07-14,192.669998,196.759995,190.179993,196.660004,196.407013,992300
2022-07-15,200.350006,201.509995,195.330002,200.699997,200.441803,912500
2022-07-18,206.250000,208.210007,202.550003,203.880005,203.617722,940300
2022-07-19,207.860001,212.309998,207.009995,211.520004,211.247894,780900
2022-07-20,213.779999,220.520004,210.630005,219.509995,219.227600,933400
2022-07-21,219.500000,226.070007,219.250000,225.600006,225.309784,865200
2022-07-22,228.000000,228.270004,220.240005,221.460007,221.175110,707700
2022-07-25,221.580002,227.789993,217.160004,227.570007,227.277252,720600
2022-07-26,228.270004,229.119995,224.440002,225.100006,224.810425,881500
2022-07-27,228.339996,235.669998,225.039993,234.289993,233.988586,786900
2022-07-28,237.089996,239.059998,232.589996,236.320007,236.015991,1084000
2022-07-29,238.500000,245.710007,237.000000,244.309998,243.995712,1506600
2022-08-01,242.500000,243.949997,237.470001,239.960007,239.651306,957300
2022-08-02,239.000000,246.619995,238.639999,243.889999,243.576248,1025400
2022-08-03,246.000000,246.000000,234.169998,239.539993,239.231842,1407700
2022-08-04,246.199997,250.149994,230.020004,234.889999,234.587830,2192000
2022-08-05,232.229996,243.800003,231.770004,237.990005,237.683838,1428000
2022-08-08,243.539993,253.570007,242.960007,244.839996,244.525024,1468800
2022-08-09,244.630005,247.970001,241.070007,244.660004,244.345261,762000
2022-08-10,249.990005,259.399994,248.679993,259.299988,258.966400,1359900
2022-08-11,263.089996,272.450012,263.089996,265.700012,265.358215,1983300
2022-08-12,267.000000,281.649994,266.450012,281.570007,281.207794,1995700
2022-08-15,276.579987,289.089996,276.209991,284.079987,283.714539,1793900
2022-08-16,283.470001,284.549988,276.880005,280.809998,280.448761,1297800
2022-08-17,275.500000,283.609985,273.899994,277.619995,277.262848,987700
2022-08-18,278.899994,282.010010,275.920013,279.510010,279.150421,1070700
2022-08-19,275.920013,276.000000,266.299988,270.019989,269.672607,1223700
2022-08-22,265.000000,277.100006,263.350006,275.700012,275.345337,1454300
2022-08-23,277.589996,283.910004,276.200012,281.029999,280.668457,1038700
2022-08-24,282.000000,288.600006,280.010010,287.880005,287.509674,795200
2022-08-25,290.589996,298.170013,290.149994,295.679993,295.299622,1370000
2022-08-26,296.109985,296.540009,286.519989,288.160004,287.789307,920700
2022-08-29,282.869995,290.339996,280.350006,284.970001,284.603394,744300
2022-08-30,286.809998,288.000000,271.609985,272.769989,272.419098,1913400
2022-08-31,272.760010,273.089996,267.369995,267.959991,267.615265,1558200
2022-09-01,264.269989,264.269989,249.580002,256.959991,256.629425,1725600
2022-09-02,262.839996,265.959991,257.769989,259.880005,259.545685,1194600
2022-09-06,268.989990,270.500000,258.720001,266.700012,266.356903,1411900
2022-09-07,265.059998,279.679993,264.470001,279.200012,278.840851,1386900
2022-09-08,277.690002,292.290009,276.980011,291.429993,291.055084,1635200
2022-09-09,295.000000,302.540009,295.000000,300.369995,299.983582,1580700
2022-09-12,300.390015,300.410004,291.799988,296.970001,296.587952,1060900
2022-09-13,286.559998,307.119995,285.549988,298.089996,297.706512,1957100
2022-09-14,296.480011,308.239990,295.100006,307.049988,306.654999,1590600
2022-09-15,302.149994,303.850006,286.470001,286.750000,286.750000,1618900
2022-09-16,281.260010,288.049988,277.029999,287.320007,287.320007,1925100
2022-09-19,281.850006,297.709991,281.820007,296.950012,296.950012,1134700
2022-09-20,293.390015,294.000000,284.309998,287.649994,287.649994,903700
2022-09-21,290.809998,297.529999,284.850006,285.029999,285.029999,995100
2022-09-22,289.119995,289.869995,270.739990,272.149994,272.149994,1576200
2022-09-23,265.000000,269.850006,260.309998,269.450012,269.450012,1485300
2022-09-26,266.790009,274.609985,264.429993,265.029999,265.029999,1256300
2022-09-27,271.190002,276.329987,265.079987,269.679993,269.679993,1160400
2022-09-28,267.000000,279.000000,264.549988,277.950012,277.950012,1179200
2022-09-29,273.820007,274.079987,262.100006,265.440002,265.440002,1014400
2022-09-30,263.200012,270.529999,261.730011,264.440002,264.440002,1078000
2022-10-03,270.750000,275.730011,262.369995,273.730011,273.730011,1524700
2022-10-04,284.910004,289.049988,278.700012,283.779999,283.779999,1266500
2022-10-05,280.420013,281.170013,268.690002,276.799988,276.799988,1118800
2022-10-06,274.390015,285.299988,274.390015,280.940002,280.940002,1359600
2022-10-07,276.480011,276.970001,266.269989,272.529999,272.529999,1031600
2022-10-10,273.540009,278.450012,269.730011,278.100006,278.100006,1030000
2022-10-11,274.109985,275.869995,267.549988,272.989990,272.989990,1412400
2022-10-12,272.000000,272.829987,245.440002,251.449997,251.449997,3589500
2022-10-13,237.500000,257.940002,231.669998,256.000000,256.000000,2691200
2022-10-14,258.989990,261.029999,236.880005,237.470001,237.470001,1985700
2022-10-17,245.020004,251.410004,243.699997,248.029999,248.029999,1327600
2022-10-18,255.509995,257.940002,249.649994,251.669998,251.669998,973900
2022-10-19,250.000000,256.829987,247.860001,256.510010,256.510010,1151200
2022-10-20,258.329987,261.220001,252.610001,255.389999,255.389999,1067800
2022-10-21,255.970001,271.369995,254.509995,270.010010,270.010010,1318400
2022-10-24,269.000000,270.880005,258.880005,270.570007,270.570007,991600
2022-10-25,270.049988,282.209991,268.869995,281.429993,281.429993,1103500
2022-10-26,283.420013,287.070007,279.390015,282.149994,282.149994,1051200
2022-10-27,284.000000,284.500000,274.299988,282.170013,282.170013,1000200
2022-10-28,281.200012,285.829987,276.119995,280.160004,280.160004,940600
2022-10-31,277.880005,281.529999,273.730011,279.869995,279.869995,2300800
2022-11-01,285.660004,287.880005,278.890015,279.000000,279.000000,1276200
2022-11-02,276.179993,279.500000,265.500000,266.519989,266.519989,1594800
2022-11-03,253.000000,278.500000,250.500000,274.559998,274.559998,2240900
2022-11-04,283.890015,286.739990,275.440002,284.989990,284.989990,1480500
2022-11-07,286.820007,288.279999,281.679993,286.489990,286.489990,871800
2022-11-08,290.339996,311.529999,288.519989,306.010010,306.010010,2023100
2022-11-09,304.510010,310.500000,297.589996,300.130005,300.130005,1428100
2022-11-10,311.119995,320.809998,304.279999,320.769989,320.769989,1473300
2022-11-11,323.000000,334.549988,319.230011,325.380005,325.380005,1421500
2022-11-14,322.750000,323.720001,309.660004,316.350006,316.350006,1628600
2022-11-15,300.670013,301.329987,280.600006,295.859985,295.859985,3161100
2022-11-16,295.359985,296.739990,285.320007,286.769989,286.769989,1486600
2022-11-17,283.640015,284.000000,275.019989,277.450012,277.450012,1683400
2022-11-18,281.000000,281.000000,274.359985,276.980011,276.980011,1265600
2022-11-21,275.160004,286.529999,269.570007,282.880005,282.880005,1363100
2022-11-22,283.660004,285.769989,277.440002,283.089996,283.089996,1239300
2022-11-23,282.089996,289.040009,279.820007,283.899994,283.899994,994300
2022-11-25,276.799988,277.679993,266.709991,272.820007,272.820007,1341900
2022-11-28,267.170013,268.390015,263.500000,266.109985,266.109985,1662900
2022-11-29,269.100006,274.420013,266.390015,270.019989,270.019989,1219000
